0.000000000000000000e+00,5.156249999999999722e-02,7.016094971055253371e-01,1.347558605157365141e+00,2.058679760473637099e+00,2.843159140978433808e+00,3.638436033593915653e+00,4.424784011364084613e+00,5.184031569005378870e+00,5.897838714173561314e+00,6.538462391613049540e+00,7.083967644823180088e+00
0.000000000000000000e+00,1.562500000000000000e-02,5.012611621200797618e-01,1.140605798869157139e+00,1.799542770254903390e+00,2.560030299438596835e+00,3.349434818112242418e+00,4.136713504435086897e+00,4.905828541504352991e+00,5.637568051456709028e+00,6.310930640669881519e+00,6.897235435172116347e+00
0.000000000000000000e+00,4.257812500000000139e-02,7.047856006149528785e-01,1.355800364383347834e+00,2.074664079182956034e+00,2.861746858547706829e+00,3.666457659461360041e+00,4.458136223006259335e+00,5.222125959056147515e+00,5.943263306870501417e+00,6.601510422038782799e+00,7.164750610016350940e+00
0.000000000000000000e+00,4.218750000000000278e-02,6.315766015917970710e-01,1.296115843228612619e+00,1.993992406321900335e+00,2.775824123417313327e+00,3.575867149318733063e+00,4.368333630462738704e+00,5.135908458301697621e+00,5.857925102392297134e+00,6.521613438026497178e+00,7.088833934533591119e+00
0.000000000000000000e+00,3.164062499999999861e-02,5.520359521706920125e-01,1.196751485957773031e+00,1.877736433801524552e+00,2.638967250850730473e+00,3.425648573061309321e+00,4.209704980270692509e+00,4.968142609026071632e+00,5.684202539912067031e+00,6.333745896258800911e+00,6.887424279518747028e+00
0.000000000000000000e+00,4.218750000000000278e-02,5.842445996381087081e-01,1.218480915489601468e+00,1.907973172044296728e+00,2.666889486714306035e+00,3.455934888921024850e+00,4.240307727552659500e+00,5.002056232046302675e+00,5.722959452579901907e+00,6.374758925115425079e+00,6.937174354455587277e+00
0.000000000000000000e+00,2.500000000000000139e-02,5.018955615411847537e-01,1.141068169179781044e+00,1.800556753856638270e+00,2.554470657640683928e+00,3.345305772128776223e+00,4.131704997504651367e+00,4.906072654100067432e+00,5.641160559260613105e+00,6.317951601773733827e+00,6.911048262420836252e+00
0.000000000000000000e+00,4.492187500000000000e-02,6.119202344065508559e-01,1.264545730231786846e+00,1.949291959815517616e+00,2.718958670923300236e+00,3.510406528909626012e+00,4.290920144111201928e+00,5.051321683894144599e+00,5.764548590139832562e+00,6.407050803247081205e+00,6.951037187854856469e+00
0.000000000000000000e+00,9.335937499999999445e-02,7.851685938131014453e-01,1.445431848329720159e+00,2.177233180560935732e+00,2.961117829220697217e+00,3.757953214551940313e+00,4.537086381283087277e+00,5.282312307957250042e+00,5.979873534780447031e+00,6.603370749487483593e+00,7.122945025895480953e+00
0.000000000000000000e+00,4.218750000000000278e-02,6.358734765917970488e-01,1.276563624638563876e+00,1.972875509041701836e+00,2.739429246485147740e+00,3.531582488325641922e+00,4.314763696423660200e+00,5.075459319740245334e+00,5.792986113021295402e+00,6.450439677354097512e+00,7.012657176782605362e+00
