1.000000000000000000e+01,1.011877428578052296e+01,1.626543984874601634e+01,2.087687429730364030e+01,2.341479084411328770e+01,2.928326475548844243e+01,3.638935418172248859e+01,4.592971814822124088e+01,5.683595882356661377e+01,6.886363267038156266e+01,7.885015096281270530e+01,8.338888888888888573e+01
1.000000000000000000e+01,1.007533917966273762e+01,1.592357912416094479e+01,2.102792567188702577e+01,2.367540949796093486e+01,3.012244092375849647e+01,3.772037772130531152e+01,4.672526108840548176e+01,5.802187070744222552e+01,6.873255737250312336e+01,7.881106431509111587e+01,8.718551056786351694e+01
1.000000000000000000e+01,1.011503463405179204e+01,1.632190689383303095e+01,2.108687447954348571e+01,2.352372407463151660e+01,2.986348611924925933e+01,3.780820090747482709e+01,4.721117167595080133e+01,5.745248945028831145e+01,6.745056006140124794e+01,7.729520893177082996e+01,8.554090909090909634e+01
1.000000000000000000e+01,1.002859303686688897e+01,1.476001755852978903e+01,2.269189013945202404e+01,2.521470436272813487e+01,3.237267373411656735e+01,4.011808913590157744e+01,5.046155472479591708e+01,6.181987109742566133e+01,7.291816124537298549e+01,8.126075555406092121e+01,8.659335938676544231e+01
1.000000000000000178e+01,1.009394798120179715e+01,1.663882648752671756e+01,2.533425150315807883e+01,2.812132655980622431e+01,3.497646722307493405e+01,4.405319483699437910e+01,5.347022525421103722e+01,6.430324170458861488e+01,7.412246465912816973e+01,8.251670961432779450e+01,9.327972027972026581e+01
1.000000000000000000e+01,1.005114604492073660e+01,1.539577232770228754e+01,2.929669949724101485e+01,3.231417416546103993e+01,4.131813860754554923e+01,5.074783735003893526e+01,6.036366916726360898e+01,7.085478829908575449e+01,7.999105303009923773e+01,8.680035623237539255e+01,8.946157224418094245e+01
1.000000000000000000e+01,1.005973882327335289e+01,1.457430066361514243e+01,2.694815474450227200e+01,2.999377896874805316e+01,3.679670977410373212e+01,4.621112692987615134e+01,5.543529436810013777e+01,6.500687327500200752e+01,7.536204214357495346e+01,8.167283332907322801e+01,8.543959994396333002e+01
1.000000000000000000e+01,1.012387197043542741e+01,1.632934081787702496e+01,2.544776526156772789e+01,2.906807112643708280e+01,3.712285244615620172e+01,4.653094832819605386e+01,5.709324179520955767e+01,6.768908237177120668e+01,7.886040512151157600e+01,8.452565894348991549e+01,8.860042735042735274e+01
1.000000000000000000e+01,1.018945834588133437e+01,1.811089283048398713e+01,2.231322266864283321e+01,2.718921196825799314e+01,3.365809886560150943e+01,4.230369586580204100e+01,5.218600643010918816e+01,6.382574448460817251e+01,7.402594459602175903e+01,8.276301925822652095e+01,8.883333333333332860e+01
1.000000000000000000e+01,1.006937078792716811e+01,1.423647468676175976e+01,2.165540558635361634e+01,2.314267736552007548e+01,2.893462168778792076e+01,3.652471953429030549e+01,4.597765827798328786e+01,5.624237023460091223e+01,6.869153857136498686e+01,7.673049049506757058e+01,8.425282975282975428e+01
