1.016666666666666607e+01,1.145242070116861477e+01,3.739057239057238746e+01,3.952777305928316309e+01,4.848537303098493823e+01,5.607309208169114356e+01,6.367816091954022539e+01,7.028608582574771901e+01,7.511698320946875640e+01,7.823971693940734440e+01,8.085351787773933552e+01,8.148148148148148096e+01
1.003333333333333321e+01,1.160460844882284270e+01,3.665936288555536748e+01,4.059171597633135775e+01,4.880952380952381020e+01,5.636168691922801344e+01,6.352333588370313322e+01,6.876083188908145871e+01,7.385639035209314329e+01,7.743499338915822250e+01,8.031854379977247049e+01,8.165137614678899070e+01
9.716666666666666785e+00,1.138944555778223133e+01,3.880370682392586446e+01,3.980615541574562144e+01,4.749783549783550285e+01,5.532757379409647314e+01,6.325940212150433695e+01,7.003696455751250483e+01,7.329784253292238816e+01,7.570343903528360840e+01,7.988439306358381486e+01,8.250000000000000000e+01
9.733333333333332504e+00,1.006341789052069480e+01,3.568548387096774377e+01,4.017585390598579664e+01,5.025835342748879953e+01,5.722645859194892637e+01,6.511936339522546291e+01,7.201357946106513452e+01,7.752719554258423784e+01,8.224652923853597031e+01,8.453713123092573767e+01,8.441558441558440506e+01
1.006666666666666643e+01,1.077744411077744324e+01,3.859353970390309740e+01,4.748347737671581115e+01,5.468345696049681237e+01,6.082049444643497083e+01,6.751580157058035070e+01,7.378577623590632584e+01,7.800277392510402308e+01,8.119771025979744650e+01,8.305084745762711407e+01,9.047619047619048160e+01
9.800000000000000711e+00,1.080900750625521312e+01,4.038364462392731014e+01,5.750978057492770290e+01,6.267727429955033358e+01,6.839183381088824376e+01,7.440338722093919444e+01,7.891986062717769812e+01,8.272379912663755874e+01,8.643106457242582508e+01,8.777056277056276201e+01,8.593750000000000000e+01
1.028333333333333321e+01,1.068689563187729341e+01,3.674223341729639003e+01,5.465986394557823758e+01,5.709860609189468050e+01,6.549812198175639821e+01,7.098554033485540060e+01,7.514957264957264726e+01,7.955145118733508980e+01,8.254403131115459757e+01,8.324514991181656853e+01,7.777777777777778567e+01
1.025000000000000000e+01,1.151151151151151097e+01,4.109635110139566194e+01,4.725795531482735612e+01,5.895894176258374841e+01,6.534759358288769704e+01,7.146397255051468278e+01,7.714784125599651077e+01,8.072289156626506212e+01,8.565022421524663798e+01,8.490990990990991349e+01,8.524590163934425391e+01
9.766666666666665719e+00,1.208020050125313283e+01,4.371106246842902721e+01,4.299557973478408712e+01,5.563831630001732265e+01,6.189611333091173151e+01,6.900000000000000000e+01,7.402508551881413723e+01,7.896323086196504448e+01,8.130457113507961253e+01,8.468750000000000000e+01,8.870967741935483275e+01
1.018333333333333357e+01,1.094245204336947452e+01,3.302474330920720291e+01,4.468264686022957477e+01,4.717922256621947241e+01,5.479476291578202307e+01,6.326492537313433218e+01,6.986216827813207431e+01,7.422499999999999432e+01,7.852919438285292131e+01,8.022417934347477342e+01,8.082191780821918314e+01
