1.016666666666666607e+01,1.143333333333333357e+01,3.701666666666666572e+01,3.878333333333333144e+01,4.668333333333333002e+01,5.216666666666666430e+01,5.540000000000000568e+01,5.404999999999999716e+01,4.548333333333333428e+01,2.948333333333333428e+01,1.168333333333333357e+01,1.466666666666666563e+00
1.003333333333333321e+01,1.158333333333333215e+01,3.625000000000000000e+01,4.001666666666666572e+01,4.714999999999999858e+01,5.256666666666666288e+01,5.535000000000000142e+01,5.290000000000000568e+01,4.439999999999999858e+01,2.928333333333333499e+01,1.176666666666666750e+01,1.483333333333333393e+00
9.716666666666666785e+00,1.136666666666666714e+01,3.838333333333333286e+01,3.901666666666666572e+01,4.571666666666666856e+01,5.123333333333333428e+01,5.466666666666666430e+01,5.368333333333333712e+01,4.360000000000000142e+01,2.824999999999999645e+01,1.151666666666666750e+01,1.650000000000000133e+00
9.733333333333332504e+00,1.005000000000000071e+01,3.539999999999999858e+01,3.960000000000000142e+01,4.863333333333333286e+01,5.378333333333333854e+01,5.728333333333333144e+01,5.656666666666666288e+01,4.869999999999999574e+01,3.258333333333332860e+01,1.385000000000000142e+01,2.166666666666666963e+00
1.006666666666666643e+01,1.076666666666666572e+01,3.823333333333333428e+01,4.670000000000000284e+01,5.283333333333332860e+01,5.658333333333332860e+01,5.875000000000000000e+01,5.671666666666666856e+01,4.686666666666666714e+01,3.073333333333333428e+01,1.225000000000000000e+01,1.899999999999999911e+00
9.800000000000000711e+00,1.080000000000000071e+01,4.000000000000000000e+01,5.635000000000000142e+01,6.039999999999999858e+01,6.364999999999999858e+01,6.443333333333333712e+01,6.039999999999999858e+01,5.051666666666666572e+01,3.301666666666666572e+01,1.351666666666666572e+01,1.833333333333333259e+00
1.028333333333333321e+01,1.068333333333333357e+01,3.646666666666666146e+01,5.356666666666666288e+01,5.530000000000000426e+01,6.103333333333333144e+01,6.218333333333333712e+01,5.861666666666666003e+01,5.024999999999999289e+01,3.514999999999999858e+01,1.573333333333333250e+01,2.800000000000000266e+00
1.025000000000000000e+01,1.150000000000000000e+01,4.073333333333333428e+01,4.653333333333333144e+01,5.719999999999999574e+01,6.110000000000000142e+01,6.248333333333333428e+01,5.896666666666666856e+01,4.801666666666666572e+01,3.183333333333333570e+01,1.256666666666666821e+01,1.733333333333333171e+00
9.766666666666665719e+00,1.204999999999999893e+01,4.326666666666666572e+01,4.214999999999999858e+01,5.353333333333333144e+01,5.679999999999999716e+01,5.865000000000000568e+01,5.410000000000000142e+01,4.366666666666666430e+01,2.638333333333332931e+01,9.033333333333333215e+00,9.166666666666666297e-01
1.018333333333333357e+01,1.093333333333333357e+01,3.270000000000000284e+01,4.411666666666666714e+01,4.571666666666666856e+01,5.161666666666666714e+01,5.651666666666667282e+01,5.659999999999999432e+01,4.948333333333333428e+01,3.541666666666667140e+01,1.669999999999999929e+01,2.949999999999999734e+00
